timestamp,test-class,test-method,time,description,result
2021-06-08 16:18:41.63,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8719,"[1] recordIndex=12, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:18:50.37,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8447,"[2] recordIndex=13, title=Clean my car, description=I have to clean my car, periodInitial=2021/06/15 17:50, periodFinal=2021/08/31 19:55, workloadInHours=990.01, Link=null, isPublic=false",OK
2021-06-08 16:18:58.937,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8272,"[3] recordIndex=14, title=Study the math test, description=I have to study this month, periodInitial=2021/06/28 13:50, periodFinal=2021/07/28 17:55, workloadInHours=9.00, Link=http://mathExams.com, isPublic=false",OK
2021-06-08 16:19:07.804,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8592,"[4] recordIndex=15, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=0.01, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:19:16.481,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8400,"[5] recordIndex=16, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/06/24 19:50, periodFinal=2021/08/30 17:55, workloadInHours=1.34, Link=null, isPublic=false",OK
2021-06-08 16:19:25.094,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8351,"[6] recordIndex=17, title=Clean the car, description=I have to clean the car, periodInitial=2021/06/30 17:30, periodFinal=2021/06/30 18:30, workloadInHours=0.59, Link=http://lavaderosSevilla.com, isPublic=false",OK
2021-06-08 16:19:33.7,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8341,"[7] recordIndex=18, title=Probando manager Id, description=Tengo que ir a comprar tomates, periodInitial=2021/09/30 17:50, periodFinal=2022/08/31 18:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:19:42.109,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8146,"[8] recordIndex=19, title=Hacer DP tarea 8, description=F, periodInitial=2021/07/31 17:50, periodFinal=2021/08/29 19:55, workloadInHours=1.00, Link=null, isPublic=false",OK
2021-06-08 16:19:50.635,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8248,"[9] recordIndex=20, title=Hacer DP tarea 7, description=Tengo que terminar la entrega, periodInitial=2021/06/30 17:50, periodFinal=2021/08/11 19:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:19:59.259,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8362,"[10] recordIndex=21, title=Hacer la compra, description=Tengo que terminar la entrega, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, workloadInHours=1.00, Link=null, isPublic=false",OK
2021-06-08 16:20:07.788,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8221,"[11] recordIndex=22, title=Hacer DP tarea 5, description=Tengo que terminar la entrega, periodInitial=2021/06/30 19:50, periodFinal=2021/08/30 17:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:20:16.247,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8183,"[12] recordIndex=23, title=Hacer DP tarea 10, description=Tengo que terminar la entrega, periodInitial=2021/07/31 13:50, periodFinal=2021/08/15 17:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:20:24.827,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8299,"[13] recordIndex=24, title=g, description=Tengo que terminar la entrega, periodInitial=2021/07/31 13:50, periodFinal=2021/08/15 17:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
